eccentricity_pct,noise_level,spatial_freq_cpd,contrast_amplitude,offset_deg,successes,n_valid,accuracy,p_one_sided_vs_0p5,significant_at_0p05
0.0,high,0.4,0.6,-45.0,10,10,1.0,0.0009765625,True
0.0,high,0.4,0.8,-45.0,10,10,1.0,0.0009765625,True
0.0,high,0.4,0.8,-16.0,10,10,1.0,0.0009765625,True
0.0,high,0.4,1.0,-45.0,10,10,1.0,0.0009765625,True
0.0,high,0.4,1.0,-16.0,10,10,1.0,0.0009765625,True
0.0,high,0.8,0.6,-45.0,10,10,1.0,0.0009765625,True
0.0,high,0.8,0.6,-16.0,10,10,1.0,0.0009765625,True
0.0,high,0.8,0.6,-6.0,10,10,1.0,0.0009765625,True
0.0,high,0.8,0.8,-45.0,10,10,1.0,0.0009765625,True
0.0,high,0.8,0.8,-16.0,10,10,1.0,0.0009765625,True
0.0,high,0.8,0.8,-6.0,10,10,1.0,0.0009765625,True
0.0,high,0.8,1.0,-45.0,10,10,1.0,0.0009765625,True
0.0,high,0.8,1.0,-16.0,10,10,1.0,0.0009765625,True
0.0,high,0.8,1.0,-6.0,10,10,1.0,0.0009765625,True
0.0,high,1.6,0.6,-45.0,10,10,1.0,0.0009765625,True
0.0,high,1.6,0.6,-16.0,10,10,1.0,0.0009765625,True
0.0,high,1.6,0.6,-6.0,10,10,1.0,0.0009765625,True
0.0,high,1.6,0.8,-16.0,10,10,1.0,0.0009765625,True
0.0,high,1.6,0.8,-6.0,10,10,1.0,0.0009765625,True
0.0,high,1.6,1.0,-16.0,10,10,1.0,0.0009765625,True
0.0,high,1.6,1.0,-6.0,10,10,1.0,0.0009765625,True
0.0,low,0.4,0.6,-45.0,10,10,1.0,0.0009765625,True
0.0,low,0.4,0.8,-45.0,10,10,1.0,0.0009765625,True
0.0,low,0.4,1.0,-45.0,10,10,1.0,0.0009765625,True
0.0,low,0.4,1.0,-16.0,10,10,1.0,0.0009765625,True
0.0,low,0.8,0.6,-45.0,10,10,1.0,0.0009765625,True
0.0,low,0.8,0.6,-16.0,10,10,1.0,0.0009765625,True
0.0,low,0.8,0.8,-45.0,10,10,1.0,0.0009765625,True
0.0,low,0.8,1.0,-45.0,10,10,1.0,0.0009765625,True
0.0,low,0.8,1.0,-16.0,10,10,1.0,0.0009765625,True
0.0,low,1.6,0.6,-45.0,10,10,1.0,0.0009765625,True
0.0,low,1.6,0.6,-16.0,10,10,1.0,0.0009765625,True
0.0,low,1.6,0.8,-45.0,10,10,1.0,0.0009765625,True
0.0,low,1.6,0.8,-6.0,10,10,1.0,0.0009765625,True
0.0,low,1.6,1.0,-45.0,10,10,1.0,0.0009765625,True
0.0,low,1.6,1.0,-16.0,10,10,1.0,0.0009765625,True
0.0,low,1.6,1.0,-6.0,10,10,1.0,0.0009765625,True
0.0,medium,0.4,0.6,-45.0,10,10,1.0,0.0009765625,True
0.0,medium,0.4,0.6,-16.0,10,10,1.0,0.0009765625,True
0.0,medium,0.4,0.8,-45.0,10,10,1.0,0.0009765625,True
0.0,medium,0.4,1.0,-45.0,10,10,1.0,0.0009765625,True
0.0,medium,0.4,1.0,-16.0,10,10,1.0,0.0009765625,True
0.0,medium,0.8,0.6,-45.0,10,10,1.0,0.0009765625,True
0.0,medium,0.8,0.6,-16.0,10,10,1.0,0.0009765625,True
0.0,medium,0.8,0.8,-45.0,10,10,1.0,0.0009765625,True
0.0,medium,0.8,0.8,-16.0,10,10,1.0,0.0009765625,True
0.0,medium,0.8,1.0,-45.0,10,10,1.0,0.0009765625,True
0.0,medium,1.6,0.6,-16.0,10,10,1.0,0.0009765625,True
0.0,medium,1.6,0.6,-6.0,10,10,1.0,0.0009765625,True
0.0,medium,1.6,0.8,-16.0,10,10,1.0,0.0009765625,True
0.0,medium,1.6,0.8,-6.0,10,10,1.0,0.0009765625,True
0.0,medium,1.6,1.0,-16.0,10,10,1.0,0.0009765625,True
0.0,none,0.4,0.8,-45.0,10,10,1.0,0.0009765625,True
0.0,none,0.4,1.0,-45.0,10,10,1.0,0.0009765625,True
0.0,none,0.4,1.0,-16.0,10,10,1.0,0.0009765625,True
0.0,none,0.8,0.6,-45.0,10,10,1.0,0.0009765625,True
0.0,none,0.8,0.8,-45.0,10,10,1.0,0.0009765625,True
0.0,none,0.8,0.8,-6.0,10,10,1.0,0.0009765625,True
0.0,none,0.8,1.0,-45.0,10,10,1.0,0.0009765625,True
0.0,none,0.8,1.0,-16.0,10,10,1.0,0.0009765625,True
0.0,none,1.6,0.6,-45.0,10,10,1.0,0.0009765625,True
0.0,none,1.6,0.8,-45.0,10,10,1.0,0.0009765625,True
0.0,none,1.6,1.0,-45.0,10,10,1.0,0.0009765625,True
50.0,high,0.4,0.6,-45.0,10,10,1.0,0.0009765625,True
50.0,high,0.4,0.6,-16.0,10,10,1.0,0.0009765625,True
50.0,high,0.4,0.8,-45.0,10,10,1.0,0.0009765625,True
50.0,high,0.4,0.8,-16.0,10,10,1.0,0.0009765625,True
50.0,high,0.4,1.0,-45.0,10,10,1.0,0.0009765625,True
50.0,high,0.8,0.6,-16.0,10,10,1.0,0.0009765625,True
50.0,high,0.8,0.8,-16.0,10,10,1.0,0.0009765625,True
50.0,high,0.8,0.8,-6.0,10,10,1.0,0.0009765625,True
50.0,high,0.8,1.0,-16.0,10,10,1.0,0.0009765625,True
50.0,high,1.6,0.6,-6.0,10,10,1.0,0.0009765625,True
50.0,high,1.6,0.8,-45.0,10,10,1.0,0.0009765625,True
50.0,high,1.6,0.8,-16.0,10,10,1.0,0.0009765625,True
50.0,high,1.6,0.8,-6.0,10,10,1.0,0.0009765625,True
50.0,high,1.6,1.0,-16.0,10,10,1.0,0.0009765625,True
50.0,high,1.6,1.0,-6.0,10,10,1.0,0.0009765625,True
50.0,low,0.4,0.6,-45.0,10,10,1.0,0.0009765625,True
50.0,low,0.4,0.6,-16.0,10,10,1.0,0.0009765625,True
50.0,low,0.4,0.8,-45.0,10,10,1.0,0.0009765625,True
50.0,low,0.4,1.0,-45.0,10,10,1.0,0.0009765625,True
50.0,low,0.4,1.0,-16.0,10,10,1.0,0.0009765625,True
50.0,low,0.4,1.0,-6.0,10,10,1.0,0.0009765625,True
50.0,low,0.8,0.6,-45.0,10,10,1.0,0.0009765625,True
50.0,low,0.8,0.8,-6.0,10,10,1.0,0.0009765625,True
50.0,low,1.6,0.8,-16.0,10,10,1.0,0.0009765625,True
50.0,medium,0.4,0.6,-45.0,10,10,1.0,0.0009765625,True
50.0,medium,0.4,0.8,-45.0,10,10,1.0,0.0009765625,True
50.0,medium,0.4,0.8,-16.0,10,10,1.0,0.0009765625,True
50.0,medium,0.4,1.0,-45.0,10,10,1.0,0.0009765625,True
50.0,medium,0.8,0.6,-16.0,10,10,1.0,0.0009765625,True
50.0,medium,0.8,0.8,-16.0,10,10,1.0,0.0009765625,True
50.0,medium,1.6,0.8,-6.0,10,10,1.0,0.0009765625,True
50.0,medium,1.6,1.0,-16.0,10,10,1.0,0.0009765625,True
50.0,medium,1.6,1.0,-6.0,10,10,1.0,0.0009765625,True
50.0,none,0.4,0.6,-45.0,10,10,1.0,0.0009765625,True
50.0,none,0.4,0.6,-16.0,10,10,1.0,0.0009765625,True
50.0,none,0.4,0.8,-45.0,10,10,1.0,0.0009765625,True
50.0,none,0.4,1.0,-45.0,10,10,1.0,0.0009765625,True
50.0,none,0.8,0.6,-45.0,10,10,1.0,0.0009765625,True
50.0,none,0.8,1.0,-45.0,10,10,1.0,0.0009765625,True
50.0,none,1.6,0.6,16.0,10,10,1.0,0.0009765625,True
50.0,none,1.6,0.8,6.0,10,10,1.0,0.0009765625,True
50.0,none,1.6,1.0,45.0,10,10,1.0,0.0009765625,True
0.0,high,0.4,0.6,-16.0,9,10,0.9,0.0107421875,True
0.0,high,0.4,1.0,-6.0,9,10,0.9,0.0107421875,True
0.0,high,1.6,0.8,-45.0,9,10,0.9,0.0107421875,True
0.0,high,1.6,1.0,-45.0,9,10,0.9,0.0107421875,True
0.0,low,0.4,0.6,-16.0,9,10,0.9,0.0107421875,True
0.0,low,0.4,0.8,-6.0,9,10,0.9,0.0107421875,True
0.0,low,0.4,1.0,-6.0,9,10,0.9,0.0107421875,True
0.0,low,1.6,0.6,-6.0,9,10,0.9,0.0107421875,True
0.0,low,1.6,0.8,-16.0,9,10,0.9,0.0107421875,True
0.0,medium,0.4,0.8,-16.0,9,10,0.9,0.0107421875,True
0.0,medium,0.8,0.6,-6.0,9,10,0.9,0.0107421875,True
0.0,medium,0.8,1.0,-16.0,9,10,0.9,0.0107421875,True
0.0,medium,1.6,0.6,-45.0,9,10,0.9,0.0107421875,True
0.0,medium,1.6,1.0,-45.0,9,10,0.9,0.0107421875,True
0.0,none,0.4,0.6,-45.0,9,10,0.9,0.0107421875,True
0.0,none,0.4,0.6,-16.0,9,10,0.9,0.0107421875,True
0.0,none,0.4,0.8,-16.0,9,10,0.9,0.0107421875,True
0.0,none,0.4,0.8,-6.0,9,10,0.9,0.0107421875,True
0.0,none,0.8,0.6,-16.0,9,10,0.9,0.0107421875,True
0.0,none,1.6,0.6,-16.0,9,10,0.9,0.0107421875,True
50.0,high,0.8,1.0,-45.0,9,10,0.9,0.0107421875,True
50.0,high,0.8,1.0,-6.0,9,10,0.9,0.0107421875,True
50.0,high,1.6,0.6,-45.0,9,10,0.9,0.0107421875,True
50.0,high,1.6,0.6,-16.0,9,10,0.9,0.0107421875,True
50.0,high,1.6,1.0,-45.0,9,10,0.9,0.0107421875,True
50.0,low,0.4,0.8,-16.0,9,10,0.9,0.0107421875,True
50.0,low,0.4,0.8,-6.0,9,10,0.9,0.0107421875,True
50.0,low,0.8,0.6,-16.0,9,10,0.9,0.0107421875,True
50.0,low,0.8,0.8,-45.0,9,10,0.9,0.0107421875,True
50.0,low,0.8,0.8,-16.0,9,10,0.9,0.0107421875,True
50.0,low,0.8,1.0,-16.0,9,10,0.9,0.0107421875,True
50.0,low,1.6,0.8,-45.0,9,10,0.9,0.0107421875,True
50.0,low,1.6,1.0,-16.0,9,10,0.9,0.0107421875,True
50.0,medium,0.4,1.0,-16.0,9,10,0.9,0.0107421875,True
50.0,medium,0.8,1.0,-45.0,9,10,0.9,0.0107421875,True
50.0,medium,0.8,1.0,-16.0,9,10,0.9,0.0107421875,True
50.0,medium,1.6,0.6,-16.0,9,10,0.9,0.0107421875,True
50.0,medium,1.6,0.8,-45.0,9,10,0.9,0.0107421875,True
50.0,medium,1.6,1.0,-45.0,9,10,0.9,0.0107421875,True
50.0,none,0.4,0.6,-6.0,9,10,0.9,0.0107421875,True
50.0,none,0.4,0.8,-16.0,9,10,0.9,0.0107421875,True
50.0,none,0.8,0.8,-45.0,9,10,0.9,0.0107421875,True
50.0,none,1.6,0.8,16.0,9,10,0.9,0.0107421875,True
50.0,none,1.6,0.8,45.0,9,10,0.9,0.0107421875,True
50.0,none,1.6,1.0,6.0,9,10,0.9,0.0107421875,True
0.0,high,0.4,0.8,-6.0,8,10,0.8,0.0546875,False
0.0,low,0.8,0.8,-16.0,8,10,0.8,0.0546875,False
0.0,low,0.8,1.0,-6.0,8,10,0.8,0.0546875,False
0.0,medium,0.4,0.6,-6.0,8,10,0.8,0.0546875,False
0.0,medium,0.4,0.8,-6.0,8,10,0.8,0.0546875,False
0.0,medium,0.8,0.8,-6.0,8,10,0.8,0.0546875,False
0.0,medium,1.6,0.8,-45.0,8,10,0.8,0.0546875,False
0.0,none,0.4,1.0,-6.0,8,10,0.8,0.0546875,False
0.0,none,0.8,0.8,-16.0,8,10,0.8,0.0546875,False
0.0,none,1.6,0.8,-16.0,8,10,0.8,0.0546875,False
50.0,high,0.8,0.8,-45.0,8,10,0.8,0.0546875,False
50.0,low,0.4,0.6,-6.0,8,10,0.8,0.0546875,False
50.0,low,0.8,1.0,-45.0,8,10,0.8,0.0546875,False
50.0,low,1.6,0.6,-16.0,8,10,0.8,0.0546875,False
50.0,low,1.6,0.6,-6.0,8,10,0.8,0.0546875,False
50.0,low,1.6,1.0,-45.0,8,10,0.8,0.0546875,False
50.0,medium,0.4,1.0,-6.0,8,10,0.8,0.0546875,False
50.0,medium,0.8,0.8,-45.0,8,10,0.8,0.0546875,False
50.0,medium,1.6,0.6,-45.0,8,10,0.8,0.0546875,False
50.0,none,0.4,1.0,-6.0,8,10,0.8,0.0546875,False
50.0,none,1.6,1.0,16.0,8,10,0.8,0.0546875,False
0.0,low,0.4,0.8,-16.0,7,10,0.7,0.171875,False
0.0,low,0.8,0.6,-6.0,7,10,0.7,0.171875,False
0.0,low,0.8,0.8,-6.0,7,10,0.7,0.171875,False
50.0,high,0.4,0.8,-6.0,7,10,0.7,0.171875,False
50.0,high,0.4,1.0,-16.0,7,10,0.7,0.171875,False
50.0,high,0.4,1.0,-6.0,7,10,0.7,0.171875,False
50.0,high,0.8,0.6,-6.0,7,10,0.7,0.171875,False
50.0,low,0.8,1.0,-6.0,7,10,0.7,0.171875,False
50.0,low,1.6,0.8,-6.0,7,10,0.7,0.171875,False
50.0,medium,0.8,1.0,-6.0,7,10,0.7,0.171875,False
50.0,medium,1.6,0.6,-6.0,7,10,0.7,0.171875,False
50.0,medium,1.6,0.8,-16.0,7,10,0.7,0.171875,False
50.0,none,0.4,0.8,-6.0,7,10,0.7,0.171875,False
50.0,none,0.4,1.0,-16.0,7,10,0.7,0.171875,False
50.0,high,0.8,0.6,-45.0,6,10,0.6,0.376953125,False
0.0,none,0.8,1.0,-6.0,5,10,0.5,0.623046875,False
0.0,none,1.6,1.0,6.0,5,10,0.5,0.623046875,False
50.0,low,0.8,0.6,-6.0,5,10,0.5,0.623046875,False
50.0,none,0.8,1.0,6.0,5,10,0.5,0.623046875,False
0.0,none,0.4,0.8,16.0,2,10,0.2,0.9892578125,False
0.0,none,1.6,0.8,-6.0,2,10,0.2,0.9892578125,False
50.0,medium,0.4,0.6,16.0,2,10,0.2,0.9892578125,False
